scenario_id,measurement_type,source_experiment_ids,mcu,configured_clock_mhz,available_ram_bytes,available_flash_bytes,security_category,latency_budget_us,recommended_variant,decision_reason,source_measurement_hash
SCN-0e0381044efba30f,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,5000,UNSUPPORTED,no observed configuration meets all constraints,0e0381044efba30fbc3c550c0cbb38d14db74c745c192af32a3a41c94dd6e241
SCN-fb6813134348c601,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,10000,UNSUPPORTED,no observed configuration meets all constraints,fb6813134348c6016659e0b0e2c0bb6319ad466edc81f95b68492cd0b76ee707
SCN-d6cbf5c1f9e603f7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,25000,UNSUPPORTED,no observed configuration meets all constraints,d6cbf5c1f9e603f7642215e7d292b9c1f9e609cdad674ccba08a5caf0501f714
SCN-e049a9498adb1ceb,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,50000,UNSUPPORTED,no observed configuration meets all constraints,e049a9498adb1ceb5e0df1189c2322a76e14bdf67262bbca6f36bb6f1e579748
SCN-b7606436313c81e7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,100000,UNSUPPORTED,no observed configuration meets all constraints,b7606436313c81e7e2d6f6feb83c94981b95f44786461216598d830f1bdc615a
SCN-760c071b55ee2f92,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,1,250000,UNSUPPORTED,no observed configuration meets all constraints,760c071b55ee2f92a32b4b7f8075c067f5b95094e2621d719901972ac58cc9bb
SCN-41cb13d520f1d879,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,0,UNSUPPORTED,no observed configuration meets all constraints,41cb13d520f1d8790d1f6c860eb31c56917d40ad17557e5c658a3cbfc3e1dae7
SCN-865cf990647c4e96,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,2000,UNSUPPORTED,no observed configuration meets all constraints,865cf990647c4e964d85e095da7548e1df0272a6564f04d454b7880f56e48b6a
SCN-6041e0f665bf87a8,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,5000,UNSUPPORTED,no observed configuration meets all constraints,6041e0f665bf87a88ee3aa32643c8ecd7fe3603ef6d0b20c9364b1145f7649dc
SCN-f8def3993fa28905,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,10000,UNSUPPORTED,no observed configuration meets all constraints,f8def3993fa28905df2383a3b18711301945b13aad7187982c620e4d352f9f08
SCN-0e5d49c15a983451,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,25000,UNSUPPORTED,no observed configuration meets all constraints,0e5d49c15a983451fec7d1e14a4e654282974ce6698c271757473fa133d972ec
SCN-bc6632e3ad0d0010,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,50000,UNSUPPORTED,no observed configuration meets all constraints,bc6632e3ad0d0010950ee38eb4d8ee229c38c932399330de31553132ff102900
SCN-fe6922bee15637c3,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,100000,UNSUPPORTED,no observed configuration meets all constraints,fe6922bee15637c38750f045c7aac3ff032ef8d03754b2871ce53fe91236e8bd
SCN-a582d706d18701ed,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,3,250000,UNSUPPORTED,no observed configuration meets all constraints,a582d706d18701ed1c2a2f9ad86be2009b0b95157f838766363c9ba7df6d09c3
SCN-1249617898a0799f,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,0,UNSUPPORTED,no observed configuration meets all constraints,1249617898a0799fc56622dd964714816423d26323f77d1e56a5b05258aee98c
SCN-7959194926cb6b76,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,2000,UNSUPPORTED,no observed configuration meets all constraints,7959194926cb6b76fe78d3b0195fe4dd99d897d09a60892840681e124c2b4eff
SCN-89ad983861d6f28f,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,5000,UNSUPPORTED,no observed configuration meets all constraints,89ad983861d6f28f2db1f01ba3bb1c2b5e13e059162cf7ba717353cbe61f8746
SCN-e718383e158ed242,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,10000,UNSUPPORTED,no observed configuration meets all constraints,e718383e158ed2422cfecad7e2518fed156660f0169a2525d65cc353899cb1e8
SCN-74dbe4869d83c643,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,25000,UNSUPPORTED,no observed configuration meets all constraints,74dbe4869d83c6437a8000e2d9238e58ec6efccee28d8978753fdb5f681f68fa
SCN-997324dd57fe8f36,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,50000,UNSUPPORTED,no observed configuration meets all constraints,997324dd57fe8f3612164e5e4a4bdae5ce6aeab5b8730f107d16e342d3d7b79c
SCN-be8c46bcfeb01275,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,100000,UNSUPPORTED,no observed configuration meets all constraints,be8c46bcfeb012755d363ccef8b7a8a3269c42e722aa71707054fd236c0c8874
SCN-5b7fe4a046c07d1b,derived_recommendation_scenario,,STM32F072RBT6,48,4096,49152,5,250000,UNSUPPORTED,no observed configuration meets all constraints,5b7fe4a046c07d1bc8750cc0498d84a6a5e6679722ee5628df4e9b9c93e19721
SCN-c8645198bdf6a6e6,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,0,UNSUPPORTED,no observed configuration meets all constraints,c8645198bdf6a6e61bd4559ac054e07b79e6e5db9834c606005dc13fc8a4045b
SCN-1198058877bc3a77,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,2000,UNSUPPORTED,no observed configuration meets all constraints,1198058877bc3a77609f14c7b1c7d473a92960d16e9f6c9942427a9d7d738fb5
SCN-0941631ce0f36d75,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,5000,UNSUPPORTED,no observed configuration meets all constraints,0941631ce0f36d7591c4e1adaf02cd45b82cc054e45b09112aaf9bbbfe2db0ff
SCN-5ddee4b798b1b05e,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,10000,UNSUPPORTED,no observed configuration meets all constraints,5ddee4b798b1b05e89765fcc0889e15e1746b88478ff534bf3a747c398ca9bec
SCN-f394c95d0150efd2,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,25000,UNSUPPORTED,no observed configuration meets all constraints,f394c95d0150efd25dfc186e79f91ebdf8d9827574141794ff27eddd6d52c6e3
SCN-665a22bd7a6cdbd9,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,50000,UNSUPPORTED,no observed configuration meets all constraints,665a22bd7a6cdbd9d278b696b17e9c47bb3500caeeee8805693be04df51c210b
SCN-74ebcccd0bbd3bcb,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,100000,UNSUPPORTED,no observed configuration meets all constraints,74ebcccd0bbd3bcbdc19d4ec06fe129ce2c53da6e0361124395e783de84fcd49
SCN-86857e85dd0a783e,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,1,250000,UNSUPPORTED,no observed configuration meets all constraints,86857e85dd0a783e5147e63af9f92105233657dd9a071592dcfbe03503a7f049
SCN-4f44f6293770c2d0,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,0,UNSUPPORTED,no observed configuration meets all constraints,4f44f6293770c2d074ee23fe114b01be6e85a569e2dc063399d33313a1a57714
SCN-1d4b83e94ad4dde2,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,2000,UNSUPPORTED,no observed configuration meets all constraints,1d4b83e94ad4dde24cde6052ef0d597820e15f2261847d1cf590a8f471a9d828
SCN-d622dd92defe4f72,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,5000,UNSUPPORTED,no observed configuration meets all constraints,d622dd92defe4f7221b4d82a9e82176133fa33429c33249a5c9549884ff323d3
SCN-e3691988325c0e13,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,10000,UNSUPPORTED,no observed configuration meets all constraints,e3691988325c0e133043fb0a4d2a5b7d542c41a1cd38744dc8b3964e1208233a
SCN-9ee1e06226fd04d7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,25000,UNSUPPORTED,no observed configuration meets all constraints,9ee1e06226fd04d76b83d727b49241d5f54aa2d3aac2bcc03ffe87223a894e75
SCN-78a63b568e3ff2a5,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,50000,UNSUPPORTED,no observed configuration meets all constraints,78a63b568e3ff2a524db8d0827efa71a2e1bd7c1d66e0f4ea1d9e726cd6ebb41
SCN-68798f18ea70e085,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,100000,UNSUPPORTED,no observed configuration meets all constraints,68798f18ea70e085b5c5e8ef5f58007e35a44a8e84d27fc1b9a24a58339010a4
SCN-19ed7464b858f9d9,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,3,250000,UNSUPPORTED,no observed configuration meets all constraints,19ed7464b858f9d91938d41a5cce38454a796cce263f58504492aed8d79e77c9
SCN-acaa12d68e24bf8e,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,0,UNSUPPORTED,no observed configuration meets all constraints,acaa12d68e24bf8ef99b892164260d1274708c990509220be38bf6816d28b805
SCN-2572663e1bc40b33,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,2000,UNSUPPORTED,no observed configuration meets all constraints,2572663e1bc40b33d0e48ec923c3025b419ecc298a5b44d518d8299b14e88b3b
SCN-53573aafdc436471,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,5000,UNSUPPORTED,no observed configuration meets all constraints,53573aafdc436471b07ab9e324e477939b4236d3297f46f863bb871294c85146
SCN-7b62030d440c5190,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,10000,UNSUPPORTED,no observed configuration meets all constraints,7b62030d440c5190108f70acdc4cfe2325bf58874ade2399ba761f83c1b92a2a
SCN-bbe6d7143dfcf811,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,25000,UNSUPPORTED,no observed configuration meets all constraints,bbe6d7143dfcf811e73f3635a9eef8fb5f52e43fd5512b20849db072af54945b
SCN-d314f120427b2bd2,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,50000,UNSUPPORTED,no observed configuration meets all constraints,d314f120427b2bd2544b4cf2f8013d68f990c4230b3256fb93c4cdaec0f329f9
SCN-565ff9fb1920d6f7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,100000,UNSUPPORTED,no observed configuration meets all constraints,565ff9fb1920d6f7ac667c003b5fd4939f219896277a1e2be57efa411d946a17
SCN-7c29c26c1ad87a49,derived_recommendation_scenario,,STM32F072RBT6,48,4096,65536,5,250000,UNSUPPORTED,no observed configuration meets all constraints,7c29c26c1ad87a492909f11769da3dac86443849eff3bf73fee820a82346c431
SCN-6a8612665c829e4f,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,0,UNSUPPORTED,no observed configuration meets all constraints,6a8612665c829e4f780fafb5c524f13cb16a43c9749f7123f5df8290e459ec1b
SCN-6308b55669cba821,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,2000,UNSUPPORTED,no observed configuration meets all constraints,6308b55669cba82125efee30e9d8ada7e8a011020a89fea73df8eda40d2b536a
SCN-9bad4bb43e98e70d,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,5000,UNSUPPORTED,no observed configuration meets all constraints,9bad4bb43e98e70d23a81e0eddf43255f11a352ed71eb4892625b45e373366ec
SCN-6ded46761eae8ac1,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,10000,UNSUPPORTED,no observed configuration meets all constraints,6ded46761eae8ac1ac2000af9123faaaee94c033a986c7b467483db7deff8078
SCN-63cb9cc1837d9cc7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,25000,UNSUPPORTED,no observed configuration meets all constraints,63cb9cc1837d9cc7a2c31128aee86592fcf8490b7470876f8e515bb4de63624d
SCN-b984586b36f252ae,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,50000,UNSUPPORTED,no observed configuration meets all constraints,b984586b36f252ae0568b2e503645cf93213857205db13aff973b19eaaa655e1
SCN-5b297ee2ebdbacda,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,100000,UNSUPPORTED,no observed configuration meets all constraints,5b297ee2ebdbacdac4ff14a91776aeb99c03c9684a14c956708619b9883be95b
SCN-acc239ba6acffc65,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,1,250000,UNSUPPORTED,no observed configuration meets all constraints,acc239ba6acffc6523391509ae5c671b3c168c17b4dba55a412f989d9923f04b
SCN-5160bedca6904de0,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,0,UNSUPPORTED,no observed configuration meets all constraints,5160bedca6904de0b910279477122dc0b402fb89c2f1455201c29c4d6efff343
SCN-9ea8d70a40019fda,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,2000,UNSUPPORTED,no observed configuration meets all constraints,9ea8d70a40019fda004dd4024744263b46803397ebb24cf322e9e885e39f9078
SCN-3d4fc7e760815477,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,5000,UNSUPPORTED,no observed configuration meets all constraints,3d4fc7e76081547714368ef60e69106b6abb722402b2b28b3949477da72062bd
SCN-55f2ba1152046668,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,10000,UNSUPPORTED,no observed configuration meets all constraints,55f2ba115204666810c85ee99cef60bc40323822058c06da1645fbadf8766b7d
SCN-ccc34471db006efb,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,25000,UNSUPPORTED,no observed configuration meets all constraints,ccc34471db006efb0ed49baa04ecda7b475df157f29b29e8238d09c76ac9498e
SCN-8f4e4bc1f8aea42f,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,50000,UNSUPPORTED,no observed configuration meets all constraints,8f4e4bc1f8aea42f3658da1d536ced471b2e622a258179268527f9ec2a0bcd74
SCN-c97900cd78eae2ba,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,100000,UNSUPPORTED,no observed configuration meets all constraints,c97900cd78eae2ba0d0a38117674dedfb9833ab5b72f7eed81f4b2f93eeaea86
SCN-fe4e3fd19ffe7f61,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,3,250000,UNSUPPORTED,no observed configuration meets all constraints,fe4e3fd19ffe7f61bb24fff52be030b24ad40bba3dd2cf206c8d097f26a5b290
SCN-d11e1ff62c102a17,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,0,UNSUPPORTED,no observed configuration meets all constraints,d11e1ff62c102a174fca551da0c4feb52508b6ad0424bd92d244055d059fcdc8
SCN-63090c890bc14f65,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,2000,UNSUPPORTED,no observed configuration meets all constraints,63090c890bc14f6502eb9001654bac51a4f0833d5b5e3eb9c4cdc56e31eca0e2
SCN-33760e2ce2e75fb1,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,5000,UNSUPPORTED,no observed configuration meets all constraints,33760e2ce2e75fb18985fd411e3bb1f120117d1757bba68fe5055457456fd181
SCN-929734bfeeb978e4,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,10000,UNSUPPORTED,no observed configuration meets all constraints,929734bfeeb978e40c85ebdcb27344b4224a46bca2e11ba0dd1b284f93de80c5
SCN-345d9297d25d55f7,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,25000,UNSUPPORTED,no observed configuration meets all constraints,345d9297d25d55f71b4167bbf11f9def8501eccfe5cfb7ce318a25cb814689a4
SCN-b6fac4179cf5f8cb,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,50000,UNSUPPORTED,no observed configuration meets all constraints,b6fac4179cf5f8cb46b7d38f6667ccc5e3bdaa30b740d2aa90043b500de7970d
SCN-1315f947dc274545,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,100000,UNSUPPORTED,no observed configuration meets all constraints,1315f947dc27454584379f44fbf4385636474fb29c457783b40122f019f85960
SCN-e6787958a8391b39,derived_recommendation_scenario,,STM32F072RBT6,48,4096,98304,5,250000,UNSUPPORTED,no observed configuration meets all constraints,e6787958a8391b397d870b931efb72ec690a6ee7ac0c30ebc9a721f598ffeb91
SCN-774bfd1a19ce59d0,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,0,UNSUPPORTED,no observed configuration meets all constraints,774bfd1a19ce59d0eb93fc2d85fbed7750b47b5f0ac5e82b150d7768f03f7dcc
SCN-3f0e154914195246,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,2000,UNSUPPORTED,no observed configuration meets all constraints,3f0e154914195246252ef7719e75ca3fd58df1a720bfe9ebc03a462be9980da1
SCN-5b40b1a886bb54d8,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,5000,UNSUPPORTED,no observed configuration meets all constraints,5b40b1a886bb54d8adb8ca087a77ccf2d545298bc5b150fe32b253752db444ab
SCN-3bda75761acfd935,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,10000,UNSUPPORTED,no observed configuration meets all constraints,3bda75761acfd935b3d433caec97017faf3f9f39c9e256676bc1ae1359d1cdf1
SCN-5dc6f8a62ed3c153,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,25000,UNSUPPORTED,no observed configuration meets all constraints,5dc6f8a62ed3c153e9010c17b6488846b59a509fd607ebc1fcf1875871830e39
SCN-fb21444cf6969d1a,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,50000,UNSUPPORTED,no observed configuration meets all constraints,fb21444cf6969d1a95cfce707e320891d6d30fcfeb56e1b131630c24c9f2606d
SCN-28433bec36a2c167,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,100000,UNSUPPORTED,no observed configuration meets all constraints,28433bec36a2c167f516f973f71dbacf83e480f4601c0fd4db5dff88f34f73c7
SCN-224956857b3d1c03,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,1,250000,UNSUPPORTED,no observed configuration meets all constraints,224956857b3d1c03c2ccad3198d85e326796b961e1403fe073b906d40a45fedc
SCN-a46d87a8c59cf487,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,0,UNSUPPORTED,no observed configuration meets all constraints,a46d87a8c59cf48765cfee9367d6535bbcaeb97e25134bbd399bb7e283f1abc0
SCN-c2ec6ce8a42a923e,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,2000,UNSUPPORTED,no observed configuration meets all constraints,c2ec6ce8a42a923e0e06c9f728d8c23f20d16ced534c5459976ea695957c0bc0
SCN-f556b72dc50daec2,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,5000,UNSUPPORTED,no observed configuration meets all constraints,f556b72dc50daec276a5515c67bcdec231f49db5fe7b723b5468898ca834497c
SCN-a82ecb8a3a355d3a,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,10000,UNSUPPORTED,no observed configuration meets all constraints,a82ecb8a3a355d3ae98cf32bac5a07c0977da816c76de7cad314523a7c52d97d
SCN-ede2793cf5b56e83,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,25000,UNSUPPORTED,no observed configuration meets all constraints,ede2793cf5b56e8310836e092afbf93c448234c27e0c019d709d778f8372aca1
SCN-521e59c87d1ceaa0,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,50000,UNSUPPORTED,no observed configuration meets all constraints,521e59c87d1ceaa00be8ee36d9aac7173bd55977f83051d20830770c6e35a9e1
SCN-0611704e3d6a7a1b,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,100000,UNSUPPORTED,no observed configuration meets all constraints,0611704e3d6a7a1bdb9a4455979213bc32366d7f700662138ff109ed07aaf61e
SCN-9c74507f6904b682,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,3,250000,UNSUPPORTED,no observed configuration meets all constraints,9c74507f6904b682a5308a6501251943edc32ae455fc1cd4a299709afd414e62
SCN-d76a1dd19685ed93,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,0,UNSUPPORTED,no observed configuration meets all constraints,d76a1dd19685ed93880ba5218cdf0458aae8c3d8579bca3ab0bf9f42d8f131e3
SCN-e1919c9125220c28,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,2000,UNSUPPORTED,no observed configuration meets all constraints,e1919c9125220c283f11cfd335f27db206b273f17ae37b7bce76566228ac5f92
SCN-d36a757e7c812b99,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,5000,UNSUPPORTED,no observed configuration meets all constraints,d36a757e7c812b99fd57c92cf1ba333c06ff105aafbc053de24ae86bc6a80ff8
SCN-5f50b148d4d11eed,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,10000,UNSUPPORTED,no observed configuration meets all constraints,5f50b148d4d11eedcc296dda6e915b49b1e0cb7f1a06447f9f31e199249e3297
SCN-c253fa7195321615,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,25000,UNSUPPORTED,no observed configuration meets all constraints,c253fa7195321615b1ff0c41d84b169f8d32cf13fc739ef83dcb3d46a24230fb
SCN-71cc665cef906a71,derived_recommendation_scenario,,STM32F072RBT6,48,4096,131072,5,50000,UNSUPPORTED,no observed configuration meets all constraints,71cc665cef906a7183399bdc33f430d200ebcfcdceac0c9f9384e488075d8ac2
